时间,XX进口压力,XX出口压力,XX进口温度,XX出口温度,XX过滤器压差1号,XX过滤器压差2号,XX天然气泄漏浓度1号,XX天然气泄漏浓度2号,XX1号流量计温度,XX1号流量计压力,XX1号流量计工况瞬时流量,XX1号流量计标况瞬时流量,XX1号流量计工况累计流量,XX1号流量计标况累计流量,XX2号流量计温度,XX2号流量计压力,XX2号流量计工况瞬时流量,XX2号流量计标况瞬时流量,XX2号流量计工况累计流量,XX2号流量计标况累计流量
2023-04-1023:05:30,3.47,217.48,17.1,1.26,26.98,26.58,0,0.1,15.36,313.27,0,0,64671340,133277752,1.35,318.1,2370.3,8001.56,78018960,257616080
2023-04-1023:10:31,3.47,216.41,17.07,1.16,29.04,28.64,0,0.03,15.36,313.27,0,0,64671340,133277752,1.22,316.83,2504.3,8424.01,78019160,257616768
2023-04-1023:15:28,3.47,217.02,17.04,1.07,29.27,28.87,0,0,15.37,313.27,0,0,64671340,133277752,1.16,317.39,2537.4,8552.5,78019368,257617472
2023-04-1023:20:29,3.47,217.69,17.02,1.06,29.1,28.71,0,0,15.37,313.27,0,0,64671340,133277752,1.13,317.83,2537.4,8565.24,78019584,257618176
2023-04-1023:25:30,3.47,218.7,17.02,1.06,27,26.6,0,0.08,15.38,313.29,0,0,64671340,133277752,1.15,319.04,2390,8097.7,78019776,257618848
2023-04-1023:30:31,3.48,217.54,17.02,1.14,21.07,20.59,0,0.02,15.38,313.29,0,0,64671340,133277752,1.29,318.21,1876.2,6337.69,78019960,257619456
2023-04-1023:35:28,3.47,216.32,16.99,1.08,28.41,28.02,0,0,15.38,313.29,0,0,64671340,133277752,1.16,316.61,2399.9,8068.77,78020144,257620064
2023-04-1023:40:29,3.47,216.93,16.99,0.99,28.39,27.99,0,0,15.39,313.27,0,0,64671340,133277752,1.07,317.28,2482.7,8367.71,78020352,257620784
2023-04-1023:45:30,3.47,217.69,16.97,1,27.88,27.49,0,0.08,15.38,313.27,0,0,64671340,133277752,1.09,318.03,2440.6,8244.63,78020552,257621456
2023-04-1023:50:31,3.47,218.42,16.97,1,27.26,26.85,0,0,15.38,313.27,0,0,64671340,133277752,1.09,318.52,2399.9,8119.72,78020760,257622160
2023-04-1023:55:27,3.47,217.99,16.95,1,26.73,26.32,0,0.2,15.38,313.29,0,0,64671340,133277752,1.09,318.16,2360.6,7978.23,78020944,257622768
2023-04-1100:00:29,3.47,217.81,16.94,0.96,27.7,27.3,0,0.02,15.37,313.26,0,0,64671340,133277752,1.03,318.14,2440.6,8249.96,78021152,257623488
2023-04-1100:05:30,3.47,218.67,16.93,0.95,27.81,27.41,0,0.01,15.37,313.26,0,0,64671340,133277752,1.03,318.95,2504.3,8486.09,78021360,257624192
2023-04-1100:10:31,3.47,217.08,16.92,0.92,29.44,29.07,0,0,15.37,313.27,0,0,64671340,133277752,1.01,317.54,2537.4,8560.93,78021560,257624864
2023-04-1100:15:27,3.47,217.35,16.95,0.89,29.53,29.15,0,0.07,15.37,313.27,0,0,64671340,133277752,1.01,317.39,2548.6,8594.77,78021776,257625600
2023-04-1100:20:29,3.47,218.06,16.92,0.9,28.79,28.39,0,0.11,15.37,313.26,0,0,64671340,133277752,0.98,318.43,2493.5,8437.45,78021992,257626320
2023-04-1100:25:30,3.47,216.77,16.93,0.89,29.69,29.29,0,0.03,15.35,313.26,0,0,64671340,133277752,0.97,317.12,2559.9,8626.68,78022200,257627024
2023-04-1100:30:31,3.47,216.83,16.94,0.89,29.72,29.32,0,0.08,15.35,313.26,0,0,64671340,133277752,0.98,317.26,2559.9,8630.34,78022416,257627760
2023-04-1100:35:32,3.47,218.06,16.92,0.91,29.71,29.35,0,0.06,15.36,313.24,0,0,64671340,133277752,1,318.38,2537.4,8583.89,78022632,257628480
2023-04-1100:40:28,3.47,217.48,16.92,0.89,30.15,29.78,0,0.02,15.38,313.27,0,0,64671340,133277752,1.01,317.78,2594.5,8760.12,78022840,257629184
2023-04-1100:45:30,3.47,217.6,16.91,0.89,29.99,29.61,0,0.02,15.38,313.27,0,0,64671340,133277752,0.98,317.81,2571.4,8684.08,78023056,257629920
2023-04-1100:50:31,3.47,218.67,16.93,0.88,28.9,28.51,0,0.02,15.38,313.27,0,0,64671340,133277752,0.97,318.96,2537.4,8600.61,78023272,257630640
2023-04-1100:55:32,3.47,218.82,16.92,0.87,28.62,28.24,0,0.17,15.4,313.27,0,0,64671340,133277752,1,319.02,2493.5,8452.34,78023480,257631344
2023-04-1101:00:28,3.47,219.43,16.92,0.91,26.03,25.61,0,0.05,15.41,313.27,0,0,64671340,133277752,1.04,319.49,2331.9,7915.82,78023680,257632032
2023-04-1101:05:29,3.47,217.96,16.92,0.9,26.99,26.59,0,0.01,15.41,313.27,0,0,64671340,133277752,1.03,318.36,2370.3,8017.91,78023880,257632704
2023-04-1101:10:30,3.47,217.78,16.9,0.9,27.72,27.32,0,0.01,15.41,313.27,0,0,64671340,133277752,1.02,317.89,2430.3,8208.92,78024072,257633344
2023-04-1101:15:32,3.48,219.61,16.95,1.02,15.26,14.76,0,0.14,15.41,313.27,0,0,64671340,133277752,1.16,320.02,1544.2,5248.5,78024248,257633952
2023-04-1101:20:28,3.48,220.86,16.95,1.11,15.16,14.64,0,0.02,15.41,313.26,0,0,64671340,133277752,1.27,321.06,1582.4,5393.51,78024384,257634400
2023-04-1101:25:29,3.48,217.05,16.93,1.03,23.62,23.16,0,0,15.41,313.26,0,0,64671340,133277752,1.16,317.37,2133.3,7189.96,78024528,257634912
2023-04-1101:30:30,3.47,216.77,16.9,0.94,25.79,25.39,0,0.07,15.42,313.26,0,0,64671340,133277752,1.06,316.99,2267.7,7636.48,78024712,257635520
2023-04-1101:35:32,3.47,217.38,16.9,0.91,25.16,24.74,0,0.07,15.4,313.26,0,0,64671340,133277752,1.02,317.52,2258.8,7620.33,78024896,257636160
2023-04-1101:40:33,3.48,220.25,16.88,0.93,19.1,18.62,0,0,15.41,313.26,0,0,64671340,133277752,1.08,320.7,1919.9,6540.94,78025080,257636768
2023-04-1101:45:29,3.48,219.06,16.9,0.99,20.73,20.24,0,0.08,15.41,313.26,0,0,64671340,133277752,1.13,319.26,1972.5,6688.88,78025240,257637312
2023-04-1101:50:30,3.48,218.06,16.9,0.93,23.39,22.95,0,0.05,15.4,313.26,0,0,64671340,133277752,1.07,318.25,2165.4,7321,78025408,257637888
2023-04-1101:55:31,3.48,218.42,16.88,0.91,22.85,22.41,0,0.03,15.41,313.24,0,0,64671340,133277752,1.03,318.85,2117.6,7174,78025584,257638464
2023-04-1102:00:33,3.47,218.36,16.88,0.87,24.98,24.56,0,0.17,15.38,313.26,0,0,64671340,133277752,0.97,318.49,2258.8,7645.11,78025768,257639104
2023-04-1102:05:29,3.48,221.14,16.88,0.87,18.11,17.62,0,0.08,15.39,313.24,0,0,64671340,133277752,0.97,320.92,2276.6,7764.77,78025952,257639712
2023-04-1102:10:30,3.48,218.09,16.88,0.93,24.14,23.7,0,0,15.36,313.22,0,0,64671340,133277752,1.03,318.38,2206.8,7464.67,78026112,257640256
2023-04-1102:15:31,3.47,219.83,16.86,0.86,22.69,22.24,0,0,15.36,313.22,0,0,64671340,133277752,1,320.13,2190,7450.16,78026312,257640928
2023-04-1102:20:28,3.48,219.76,16.88,0.92,17.37,16.87,0,0.11,15.34,313.21,0,0,64671340,133277752,1.04,320.68,1870.1,6372.1,78026480,257641504
2023-04-1102:25:28,3.48,218.42,16.86,0.95,21.73,21.27,0,0,15.32,313.21,0,0,64671340,133277752,1.08,318.76,1972.5,6679.29,78026648,257642080
2023-04-1102:30:30,3.48,218.42,16.88,0.91,23.17,22.71,0,0,15.33,313.21,0,0,64671340,133277752,1.04,318.56,2094.5,7088.98,78026832,257642688
2023-04-1102:35:31,3.48,219.58,16.85,0.87,22.83,22.39,0,0.06,15.31,313.21,0,0,64671340,133277752,1.02,319.73,2190,7439.95,78027024,257643328
2023-04-1102:40:27,3.47,217.54,16.86,0.86,26.39,25.98,0,0.15,15.32,313.21,0,0,64671340,133277752,0.97,317.72,2351,7937.94,78027200,257643936
2023-04-1102:45:28,3.48,220.25,16.88,0.99,17.09,16.59,0,0,15.32,313.19,0,0,64671340,133277752,1.14,320.7,1745.4,5944.9,78027368,257644528
2023-04-1102:50:30,3.48,218.21,16.88,0.97,22.57,22.12,0,0,15.31,313.17,0,0,64671340,133277752,1.1,318.34,2102.1,7108.18,78027520,257645024
2023-04-1102:55:31,3.47,217.99,16.84,0.86,26.33,25.9,0,0.06,15.29,313.17,0,0,64671340,133277752,0.98,317.98,2351,7944.09,78027696,257645632
2023-04-1103:00:32,3.47,218.36,16.85,0.86,25.52,25.09,0,0.04,15.3,313.17,0,0,64671340,133277752,0.98,318.4,2294.8,7764.45,78027904,257646320
2023-04-1103:05:28,3.48,217.38,16.86,0.92,22.66,22.22,0,0.03,15.3,313.19,0,0,64671340,133277752,1.08,317.98,1817,6137.88,78028072,257646896
2023-04-1103:10:29,3.48,219.98,16.86,0.93,19.11,18.62,0,0.1,15.29,313.17,0,0,64671340,133277752,1.09,320.13,1882.3,6401.34,78028248,257647504
2023-04-1103:15:31,3.48,218.67,16.84,0.9,23.69,23.24,0,0,15.28,313.19,0,0,64671340,133277752,1.03,319,2173.5,7366.6,78028416,257648080
2023-04-1103:20:32,3.47,218.09,16.84,0.84,26.15,25.74,0,0.05,15.28,313.17,0,0,64671340,133277752,0.96,318.21,2331.9,7886.02,78028608,257648720
2023-04-1103:25:28,3.47,217.81,16.84,0.83,26.54,26.13,0,0.04,15.29,313.17,0,0,64671340,133277752,0.92,317.94,2360.6,7977.52,78028800,257649360
2023-04-1103:30:30,3.47,219.18,16.84,0.85,24.19,23.76,0,0,15.3,313.19,0,0,64671340,133277752,0.97,319.47,2198.4,7463.87,78029000,257650032
2023-04-1103:35:30,3.47,219,16.85,0.86,24.24,23.81,0,0.02,15.29,313.19,0,0,64671340,133277752,0.98,319.11,2198.4,7455.08,78029184,257650640
2023-04-1103:40:31,3.47,217.99,16.84,0.86,24.84,24.42,0,0.06,15.29,313.21,0,0,64671340,133277752,0.98,318.21,2241.2,7578.9,78029360,257651264
2023-04-1103:45:28,3.47,217.93,16.86,0.84,25.54,25.12,0,0.15,15.3,313.19,0,0,64671340,133277752,0.97,318.18,2285.7,7728.77,78029552,257651904
2023-04-1103:50:29,3.47,217.51,16.84,0.8,26.64,26.23,0,0.01,15.29,313.19,0,0,64671340,133277752,0.92,317.83,2360.6,7974.76,78029752,257652576
2023-04-1103:55:30,3.47,217.23,16.83,0.81,26.2,25.79,0,0.13,15.32,313.21,0,0,64671340,133277752,0.95,317.5,2294.8,7743.61,78029952,257653248
2023-04-1104:00:32,3.47,217.93,16.83,0.77,28.78,28.4,0,0,15.3,313.21,0,0,64671340,133277752,0.89,318.12,2493.5,8432.44,78030160,257653952
2023-04-1104:05:28,3.47,217.84,16.84,0.76,28.86,28.46,0,0,15.3,313.21,0,0,64671340,133277752,0.86,317.92,2504.3,8464.53,78030360,257654640
2023-04-1104:10:29,3.47,217.66,16.85,0.77,28.33,27.94,0,0.02,15.3,313.17,0,0,64671340,133277752,0.88,317.78,2472,8350.88,78030568,257655344
2023-04-1104:15:30,3.47,219.06,16.84,0.81,26.34,25.93,0,0,15.32,313.19,0,0,64671340,133277752,0.92,319.13,2370.3,8040.22,78030768,257656016
2023-04-1104:20:31,3.47,218.15,16.84,0.82,26.44,26.03,0,0.1,15.3,313.17,0,0,64671340,133277752,0.96,318.32,2341.4,7921.02,78030960,257656672
2023-04-1104:25:27,3.47,217.6,16.84,0.83,27.44,27.03,0,0,15.3,313.16,0,0,64671340,133277752,0.96,317.74,2399.9,8104.03,78031152,257657312
2023-04-1104:30:29,3.47,218.36,16.85,0.83,26.8,26.38,0,0,15.28,313.17,0,0,64671340,133277752,0.94,318.56,2360.6,7992.54,78031352,257657984
2023-04-1104:35:30,3.47,218.15,16.86,0.85,26.31,25.9,0,0.2,15.28,313.17,0,0,64671340,133277752,0.95,318.62,2285.7,7739.99,78031560,257658688
2023-04-1104:40:31,3.47,217.69,16.83,0.8,29.09,28.69,0,0,15.29,313.17,0,0,64671340,133277752,0.92,317.9,2515.2,8499.01,78031760,257659376
2023-04-1104:45:27,3.47,219.83,16.86,0.8,25.41,25,0,0.09,15.29,313.17,0,0,64671340,133277752,0.94,319.88,2420.1,8227.8,78031968,257660080
2023-04-1104:50:28,3.47,218.76,16.86,0.86,25.27,24.85,0,0,15.29,313.19,0,0,64671340,133277752,0.98,318.87,2267.7,7684.91,78032160,257660720
2023-04-1104:55:29,3.47,217.96,16.86,0.84,26.45,26.05,0,0,15.31,313.17,0,0,64671340,133277752,0.96,318.23,2351,7951.78,78032360,257661408
2023-04-1105:00:31,3.47,217.48,16.86,0.83,27.58,27.18,0,0.06,15.3,313.19,0,0,64671340,133277752,0.95,317.67,2399.9,8102.39,78032560,257662080
2023-04-1105:05:32,3.47,218.6,16.84,0.82,26.46,26.05,0,0.05,15.3,313.17,0,0,64671340,133277752,0.94,318.84,2351,7966.81,78032752,257662720
2023-04-1105:10:28,3.47,218.15,16.85,0.82,26.73,26.32,0,0,15.29,313.17,0,0,64671340,133277752,0.94,318.34,2351,7954.49,78032944,257663360
2023-04-1105:15:30,3.47,218.88,16.84,0.81,26.37,25.96,0,0.06,15.29,313.16,0,0,64671340,133277752,0.95,319.05,2341.4,7939.43,78033152,257664080
2023-04-1105:20:31,3.47,218.76,16.87,0.84,25.26,24.85,0,0.02,15.29,313.16,0,0,64671340,133277752,0.97,319,2258.8,7657.46,78033328,257664688
2023-04-1105:25:32,3.47,218.12,16.86,0.85,24.88,24.45,0,0.06,15.28,313.17,0,0,64671340,133277752,1,318.4,2206.8,7466.24,78033520,257665328
2023-04-1105:30:29,3.48,219.21,16.88,0.93,15.39,14.86,0,0,15.28,313.17,0,0,64671340,133277752,1.1,319.77,1523.8,5176.16,78033688,257665904
2023-04-1105:35:29,3.47,216.1,16.84,0.91,26.67,26.27,0,0.02,15.29,313.19,0,0,64671340,133277752,1.01,316.37,2206.8,7418.11,78033856,257666480
2023-04-1105:40:30,3.48,220.37,16.88,1.03,13.38,12.83,0,0,15.3,313.19,0,0,64671340,133277752,1.21,320.7,1422.2,4843.21,78034016,257667024
2023-04-1105:45:32,3.48,220.22,16.86,1.12,14,13.46,0,0.15,15.3,313.22,0,0,64671340,133277752,1.29,320.61,1488.3,5064.99,78034152,257667472
2023-04-1105:50:28,3.48,218.88,16.86,1.14,16.18,15.68,0,0.02,15.32,313.22,0,0,64671340,133277752,1.33,319.11,1519.7,5146.93,78034280,257667904
2023-04-1105:55:29,3.47,219.92,16.83,0.97,19.09,18.61,0,0,15.35,313.26,0,0,64671340,133277752,1.13,320.28,1926.3,6552.88,78034440,257668448
2023-04-1106:00:31,3.47,220.56,16.83,0.96,18.56,18.07,0,0.05,15.35,313.26,0,0,64671340,133277752,1.1,320.66,1894.7,6453.89,78034624,257669056
2023-04-1106:05:31,3.47,221.17,16.84,1.03,14.51,13.98,0,0,15.39,313.27,0,0,64671340,133277752,1.22,321.45,1595.5,5445.42,78034760,257669536
2023-04-1106:10:28,3.47,216.62,16.84,1.01,21.95,21.49,0,0,15.41,313.27,0,0,64671340,133277752,1.15,317.03,1919.9,6464.01,78034896,257670016
2023-04-1106:15:29,3.47,217.66,16.82,0.93,23.11,22.65,0,0,15.43,313.27,0,0,64671340,133277752,1.06,318.1,2125.4,7182.57,78035088,257670656
2023-04-1106:20:30,3.47,219.52,16.82,0.91,21.97,21.49,0,0.05,15.44,313.29,0,0,64671340,133277752,1.06,319.77,2165.4,7356.01,78035264,257671232
2023-04-1106:25:31,3.47,221.29,16.82,0.89,15.82,15.29,0,0.02,15.44,313.31,0,0,64671340,133277752,1.06,321.58,1740.1,5945.13,78035440,257671840
2023-04-1106:30:28,3.47,218.39,16.86,1.08,20.11,19.63,0,0,15.44,313.32,0,0,64671340,133277752,1.2,318.71,1945.9,6585.13,78035568,257672272
2023-04-1106:35:29,3.46,218.6,16.82,0.97,25.11,24.68,0,0.08,15.45,313.34,0,0,64671340,133277752,1.08,318.18,2313.2,7818.22,78035760,257672912
2023-04-1106:40:30,3.47,219.61,16.86,1.15,13.91,13.38,0,0,15.45,313.36,0,0,64671340,133277752,1.34,319.95,1473.1,5002.32,78035888,257673360
2023-04-1106:45:31,3.46,220.34,16.82,1.01,16.5,16,0,0,15.44,313.39,0,0,64671340,133277752,1.19,320.94,1834.3,6251.49,78036048,257673904
2023-04-1106:50:27,3.47,219.12,16.84,1.13,17.86,17.37,0,0.02,15.46,313.39,0,0,64671340,133277752,1.27,318.82,1734.9,5871.63,78036176,257674336
2023-04-1106:55:28,3.47,219.18,16.84,1.23,15.56,15.05,0,0.07,15.48,313.39,0,0,64671340,133277752,1.41,319.46,1573.7,5334.27,78036312,257674784
2023-04-1107:00:30,3.46,217.69,16.81,1.08,23.69,23.26,0,0.05,15.49,313.43,0,0,64671340,133277752,1.21,317.89,2181.8,7363.92,78036472,257675328
2023-04-1107:05:31,3.46,218.51,16.83,1.05,20.42,19.92,0,0.06,15.51,313.43,0,0,64671340,133277752,1.19,319.05,1932.8,6548.5,78036640,257675904
2023-04-1107:10:32,3.46,219.37,16.83,1.05,18.74,18.26,0,0.03,15.52,313.44,0,0,64671340,133277752,1.2,319.75,1811.3,6149.97,78036800,257676448
2023-04-1107:15:29,3.46,218.7,16.84,1.12,17.88,17.39,0,0,15.54,313.46,0,0,64671340,133277752,1.28,319.07,1684.1,5704.28,78036952,257676960
2023-04-1107:20:29,3.46,219.03,16.81,1.01,22.33,21.86,0,0.03,15.58,313.46,0,0,64671340,133277752,1.14,319.31,2117.6,7181.18,78037120,257677536
2023-04-1107:25:31,3.45,219.03,16.8,0.97,24.28,23.85,0,0.02,15.59,313.49,0,0,64671340,133277752,1.12,319.44,2241.2,7603.94,78037296,257678144
2023-04-1107:30:32,3.45,218.09,16.81,0.97,25.54,25.14,0,0.05,15.59,313.53,0,0,64671340,133277752,1.1,318.12,2304,7785.4,78037480,257678752
2023-04-1107:35:28,3.45,217.84,16.82,0.99,24.45,24.03,0,0.05,15.63,313.56,0,0,64671340,133277752,1.13,318.12,2149.2,7261.52,78037664,257679360
2023-04-1107:40:29,3.45,218.21,16.81,0.99,25.39,24.99,0,0.08,15.66,313.59,0,0,64671340,133277752,1.13,318.45,2276.6,7699.89,78037848,257680000
2023-04-1107:45:31,3.45,217.14,16.82,0.98,25.66,25.26,0,0.06,15.69,313.63,0,0,64671340,133277752,1.12,317.48,2249.9,7586.73,78038040,257680640
2023-04-1107:50:32,3.45,218.24,16.82,0.97,25.9,25.49,0,0.05,15.7,313.66,0,0,64671340,133277752,1.12,318.56,2304,7795.53,78038232,257681280
2023-04-1107:55:28,3.45,218.6,16.84,1.01,24.07,23.64,0,0,15.72,313.68,0,0,64671340,133277752,1.15,318.87,2181.8,7388.49,78038408,257681888
2023-04-1108:00:29,3.46,219.21,16.84,1.07,22.35,21.89,0,0.13,15.76,313.71,0,0,64671340,133277752,1.21,319.58,2071.9,7030.93,78038592,257682496
2023-04-1108:05:31,3.46,218.45,16.85,1.1,23.24,22.78,0,0.05,15.78,313.78,0,0,64671340,133277752,1.27,318.89,2125.4,7195.24,78038760,257683072
2023-04-1108:10:26,3.46,217.51,16.84,1.07,25.19,24.78,0,0,15.87,313.81,0,0,64671340,133277752,1.22,317.89,2267.7,7654.19,78038944,257683680
2023-04-1108:15:28,3.46,220.19,16.84,1.09,22.13,21.68,0,0,15.91,313.9,0,0,64671340,133277752,1.25,320.24,2198.4,7474.4,78039136,257684368
2023-04-1108:20:29,3.46,218.7,16.88,1.17,20.15,19.67,0,0,15.93,313.96,0,0,64671340,133277752,1.33,318.98,1900.9,6435.61,78039312,257684944
2023-04-1108:25:30,3.45,216.71,16.83,1.05,28.8,28.43,0,0.13,16,313.98,0,0,64671340,133277752,1.18,317.03,2504.3,8430.14,78039504,257685568
2023-04-1108:30:31,3.45,217.54,16.84,1.04,28.21,27.81,0,0.08,16.08,314.01,0,0,64671340,133277752,1.18,317.96,2461.5,8310.44,78039712,257686288
2023-04-1108:35:28,3.45,217.38,16.84,1.05,28.35,27.97,0,0.01,16.12,314.08,0,0,64671340,133277752,1.16,317.72,2472,8340.28,78039912,257686960
2023-04-1108:40:29,3.45,217.02,16.85,1.09,27.17,26.77,0,0.07,16.15,314.11,0,0,64671340,133277752,1.23,317.41,2313.2,7795.5,78040120,257687664
2023-04-1108:45:30,3.45,218.57,16.88,1.2,24.19,23.76,0,0.05,16.19,314.15,0,0,64671340,133277752,1.35,318.76,2223.9,7522.89,78040288,257688240
2023-04-1108:50:31,3.45,217.2,16.84,1.12,26.77,26.38,0,0,16.27,314.2,0,0,64671340,133277752,1.27,317.3,2390,8049.87,78040480,257688880
2023-04-1108:55:32,3.45,217.99,16.86,1.13,26.41,26.02,0,0.08,16.34,314.26,0,0,64671340,133277752,1.27,318.32,2331.9,7879.51,78040672,257689520
2023-04-1109:00:28,3.45,217.63,16.85,1.1,27.5,27.1,0,0,16.37,314.32,0,0,64671340,133277752,1.23,318.01,2420.1,8170.76,78040872,257690192
2023-04-1109:05:29,3.45,218.15,16.86,1.11,26.39,25.98,0,0.09,16.43,314.37,0,0,64671340,133277752,1.27,318.62,2331.9,7886.76,78041072,257690880
2023-04-1109:10:30,3.45,217.6,16.86,1.12,25.93,25.52,0,0,16.46,314.43,0,0,64671340,133277752,1.26,317.94,2304,7776.69,78041264,257691520
2023-04-1109:15:32,3.45,217.17,16.85,1.09,27.03,26.64,0,0,16.49,314.48,0,0,64671340,133277752,1.22,317.48,2399.9,8089.91,78041456,257692192
2023-04-1109:20:28,3.45,217.96,16.85,1.09,26.41,26.02,0,0,16.53,314.5,0,0,64671340,133277752,1.25,318.52,2331.9,7885.13,78041648,257692832
2023-04-1109:25:29,3.45,218.27,16.84,1.1,26.32,25.92,0,0.01,16.54,314.52,0,0,64671340,133277752,1.22,318.67,2331.9,7889.63,78041840,257693472
2023-04-1109:30:30,3.45,217.75,16.86,1.11,26.58,26.19,0,0.05,16.56,314.53,0,0,64671340,133277752,1.25,318.05,2360.6,7970.28,78042048,257694176
2023-04-1109:35:31,3.45,217.05,16.84,1.09,27.45,27.05,0,0.1,16.59,314.55,0,0,64671340,133277752,1.23,317.39,2410,8120.85,78042240,257694816
2023-04-1109:40:27,3.45,218.12,16.86,1.11,26.65,26.25,0,0,16.65,314.6,0,0,64671340,133277752,1.27,318.6,2360.6,7983.43,78042440,257695504
2023-04-1109:45:29,3.45,218.42,16.86,1.14,26.33,25.94,0,0.02,16.71,314.68,0,0,64671340,133277752,1.31,318.84,2341.4,7923.25,78042640,257696176
2023-04-1109:50:30,3.45,219.12,16.86,1.17,24.66,24.24,0,0,16.75,314.75,0,0,64671340,133277752,1.35,319.49,2258.8,7658.77,78042832,257696816
2023-04-1109:55:31,3.44,216.68,16.87,1.19,27.25,26.86,0,0.02,16.82,314.85,0,0,64671340,133277752,1.33,316.99,2399.9,8074.03,78043024,257697456
2023-04-1110:00:27,3.44,218.39,16.86,1.71,26.57,26.19,0,0.03,16.85,314.89,0,0,64671340,133277752,1.88,318.8,2399.9,8103.19,78043208,257698096
2023-04-1110:05:29,3.44,217.99,16.86,2.03,26.86,26.45,0,0,16.95,314.92,0,0,64671340,133277752,2.18,318.1,2440.6,8213.4,78043424,257698800
2023-04-1110:10:29,3.44,217.38,16.88,1.99,26.46,26.06,0,0,17,315,0,0,64671340,133277752,2.08,317.78,2360.6,7938.74,78043616,257699488
2023-04-1110:15:31,3.44,217.23,16.88,1.62,26.68,26.28,0,0.02,17.08,315.1,0,0,64671340,133277752,1.75,317.56,2370.3,7975.68,78043824,257700160
2023-04-1110:20:32,3.43,216.93,16.87,1.35,27.28,26.89,0,0,17.22,315.17,0,0,64671340,133277752,1.52,317.25,2390,8040.93,78044016,257700832
2023-04-1110:25:28,3.43,217.17,16.88,1.3,26.91,26.52,0,0,17.25,315.24,0,0,64671340,133277752,1.45,317.78,2360.6,7957.29,78044208,257701472
2023-04-1110:30:29,3.43,216.93,16.87,1.24,27.31,26.91,0,0.06,17.35,315.34,0,0,64671340,133277752,1.4,317.34,2390,8046.91,78044400,257702112
2023-04-1110:35:30,3.43,216.44,16.87,0.99,27.42,27.02,0,0,17.44,315.46,0,0,64671340,133277752,1.15,316.75,2380.1,8006.41,78044608,257702816
2023-04-1110:40:31,3.42,217.63,16.87,1.14,26.84,26.42,0,0,17.51,315.54,0,0,64671340,133277752,1.33,317.9,2351,7932.06,78044808,257703488
2023-04-1110:45:28,3.42,217.29,16.88,1.11,28.4,28.01,0,0.16,17.57,315.69,0,0,64671340,133277752,1.26,317.56,2461.5,8297.93,78045000,257704128
2023-04-1110:50:29,3.42,217.84,16.88,1.2,27.5,27.11,0,0,17.68,315.74,0,0,64671340,133277752,1.37,318.18,2399.9,8102.85,78045208,257704832
2023-04-1110:55:30,3.42,217.02,16.88,1.23,26.8,26.42,0,0.09,17.81,315.84,0,0,64671340,133277752,1.4,317.47,2304,7760.79,78045408,257705504
2023-04-1111:00:31,3.43,217.2,16.9,1.3,26.44,26.04,0,0.12,17.88,315.91,0,0,64671340,133277752,1.47,317.56,2331.9,7855.19,78045592,257706112
2023-04-1111:05:27,3.43,217.78,16.91,1.3,24.87,24.46,0,0.08,17.94,315.98,0,0,64671340,133277752,1.5,318.2,2223.9,7505.66,78045776,257706768
2023-04-1111:10:28,3.44,218.06,16.93,1.32,24.96,24.56,0,0.05,18.01,316.06,0,0,64671340,133277752,1.5,318.4,2232.5,7539.44,78045960,257707376
2023-04-1111:15:30,3.44,217.32,16.92,1.27,27.21,26.82,0,0.08,18.08,316.13,0,0,64671340,133277752,1.45,317.56,2399.9,8084.27,78046160,257708048
2023-04-1111:20:31,3.44,216.62,16.93,1.27,27.93,27.55,0.01,0.12,18.14,316.18,0,0,64671340,133277752,1.41,316.84,2440.6,8204.12,78046368,257708752
2023-04-1111:25:32,3.45,218.12,16.94,1.28,26.8,26.41,0,0,18.24,316.25,0,0,64671340,133277752,1.44,318.45,2380.1,8040.45,78046568,257709424
2023-04-1111:30:28,3.45,216.74,16.94,1.26,27.7,27.31,0,0.01,18.32,316.35,0,0,64671340,133277752,1.44,317.06,2440.6,8208.9,78046768,257710096
2023-04-1111:35:30,3.46,217.05,16.93,1.27,27.55,27.15,0,0.14,18.37,316.45,0,0,64671340,133277752,1.44,317.34,2430.3,8181.33,78046968,257710768
2023-04-1111:40:30,3.46,217.08,16.95,1.29,27.49,27.09,0,0.05,18.45,316.53,0,0,64671340,133277752,1.44,317.41,2420.1,8148.86,78047184,257711472
2023-04-1111:45:32,3.46,216.83,16.95,1.31,27.58,27.18,0,0,18.55,316.6,0,0,64671340,133277752,1.49,317.17,2430.3,8175.6,78047368,257712112
2023-04-1111:50:28,3.46,217.05,16.96,1.33,27.48,27.09,0,0,18.61,316.73,0,0,64671340,133277752,1.5,317.32,2420.1,8144.74,78047584,257712816
2023-04-1111:55:29,3.47,218.7,17.01,1.57,17.4,16.9,0,0.01,18.77,316.87,0,0,64671340,133277752,1.82,319.31,1684.1,5696.97,78047744,257713360
2023-04-1112:00:30,3.47,216.9,16.98,1.5,23.04,22.6,0,0.02,18.88,317.02,0,0,64671340,133277752,1.75,317.39,2071.9,6967.94,78047912,257713936
2023-04-1112:05:32,3.46,216.38,16.93,1.35,27.26,26.86,0,0.06,19.03,317.13,0,0,64671340,133277752,1.57,316.75,2380.1,7993.61,78048112,257714608
2023-04-1112:10:28,3.46,217.17,16.94,1.34,27.34,26.92,0,0.03,19.13,317.25,0,0,64671340,133277752,1.52,317.39,2410,8111.86,78048304,257715248
